owner,repo_name,commit_id,committer,date,code_added,code_removed,code_size_bytes,code_size_kilobytes
Anuken,Mindustry,9111860fcec9af1309548f91fbfeeb04cbeb73b7,Anuken,2021-08-12 01:18:52,4,2,6,0.00586
Anuken,Mindustry,0cac9720612e715632a96ae6cde8404b414c016e,Anuken,2021-08-12 01:18:48,48,12,60,0.05859
Anuken,Mindustry,fa9257182bd231f289f5a5d982a826b63045914a,web-flow,2021-08-11 21:23:34,4,2,6,0.00586
Anuken,Mindustry,4fc18d35ce81dfd672ef475c47302296bff0c335,Anuken,2021-08-11 20:42:25,8,3,11,0.01074
Anuken,Mindustry,c2720bbc3324c3fe9f369820be141e149b82e848,Anuken,2021-08-11 15:36:20,1,1,2,0.00195
Anuken,Mindustry,5d86390e28e05abe9cebdd4dcf5d7122674fd14b,Anuken,2021-08-11 14:31:36,1,1,2,0.00195
Anuken,Mindustry,ec89db7cb1dd7963be02d7980b3ee0224f77f483,Anuken,2021-08-11 13:54:30,1,1,2,0.00195
Anuken,Mindustry,d15968d291965fc36b8787fe6047ece20e402347,Anuken,2021-08-11 13:27:11,1,1,2,0.00195
Anuken,Mindustry,5e5df8848dff7608e06e55edc49702cac252fc8a,Anuken,2021-08-11 13:27:06,35,11,46,0.04492
Anuken,Mindustry,a0f66a5f949986611f6e7067ea48a374850453d9,web-flow,2021-08-11 13:18:36,1,1,2,0.00195
Anuken,Mindustry,d3a15fba96a306595e025d3f0cbc45c0eede4d58,Anuken,2021-08-11 01:47:28,2,13,15,0.01465
Anuken,Mindustry,14dc293a09a7e9665b6f367b9fd6c413bb335120,Anuken,2021-08-10 23:56:31,6,2,8,0.00781
Anuken,Mindustry,a97690d219c5b9be30f8a09792087cebce3ac4e3,Anuken,2021-08-10 21:11:29,2,2,4,0.00391
Anuken,Mindustry,9c626a17f0400121175894a152c7cd651174c18d,Anuken,2021-08-10 21:11:22,35,24,59,0.05762
Anuken,Mindustry,90a58388d633d5dbf02ce80f667acba612e24f70,Anuken,2021-08-10 20:34:57,41,0,41,0.04004
Anuken,Mindustry,3354ef246b19d8730572213c50a6f298f700a687,web-flow,2021-08-10 20:08:00,2,2,4,0.00391
Anuken,Mindustry,e6bd259c0eaf5061f285618aaf913cec0b2975f0,Anuken,2021-08-10 19:15:07,2506,1685,4191,4.09277
Anuken,Mindustry,e7e64379dd5e2118d44225e7f097acd43cad979c,Anuken,2021-08-10 19:12:58,3,3,6,0.00586
Anuken,Mindustry,78dc94b0edd2530e9b1c686ae0e3dcad8f31ad26,Anuken,2021-08-10 14:16:20,5,3,8,0.00781
Anuken,Mindustry,be38bba0e49ef025b456f21e02ab4611f63da706,Anuken,2021-08-10 14:16:15,4,3,7,0.00684
Anuken,Mindustry,6c963a2de7be2057007c4f3a76eea7b5aac9e152,web-flow,2021-08-10 13:38:46,1,1,2,0.00195
Anuken,Mindustry,6d517396b3816f5b685253f6effd1f34bcd845a8,web-flow,2021-08-09 22:05:19,1,1,2,0.00195
Anuken,Mindustry,6246a1d39c481159659edc297f8527e56e731725,web-flow,2021-08-09 22:04:21,3,1,4,0.00391
Anuken,Mindustry,9c1063c7ccf0b45ea555143a021c414e42f2a615,Anuken,2021-08-09 20:53:49,4,2,6,0.00586
Anuken,Mindustry,ed71777a17465f36b71d84e0ea07e5f3841877c5,Anuken,2021-08-09 18:27:42,1,0,1,0.00098
Anuken,Mindustry,353433a3838c68ef959e310468c9128a6ecd4493,Anuken,2021-08-09 18:19:34,18,3,21,0.02051
Anuken,Mindustry,7e047ef7262be2ffa0ef257d88cc4557521f1134,Anuken,2021-08-09 16:13:07,33,33,66,0.06445
Anuken,Mindustry,c60f6d155fe63e1a6340069c8a72bd72e0ca3d96,Anuken,2021-08-09 15:41:39,23,10,33,0.03223
Anuken,Mindustry,42486cd784b1c416b52fe780f1f357510a5b3a9f,Anuken,2021-08-09 13:59:49,5,3,8,0.00781
Anuken,Mindustry,5b27f4786d048bead5aed3a4464666d5bce080f3,Anuken,2021-08-09 13:37:45,12,3,15,0.01465
Anuken,Mindustry,01f759a99278c08f0876d03701fe28d367ee7cff,Anuken,2021-08-09 00:42:48,38,18,56,0.05469
Anuken,Mindustry,cc0d7af61096132657ffb264b6f518eb3c81cdd5,Anuken,2021-08-08 17:38:01,12,12,24,0.02344
Anuken,Mindustry,00a2c1aad0a626b663c6379013ad322395a53729,Anuken,2021-08-08 17:37:55,93,71,164,0.16016
Anuken,Mindustry,e40ab50e10302a14818f2bd4e32f167d5a5207ac,web-flow,2021-08-08 01:24:03,1,1,2,0.00195
Anuken,Mindustry,99b34204231a3614cd61f5f5ef7e8a5b140aacae,web-flow,2021-08-07 22:12:31,11,11,22,0.02148
Anuken,Mindustry,644d00b268dcd4b67051714275fc9ab5469c66a1,Anuken,2021-08-07 21:37:55,6,6,12,0.01172
Anuken,Mindustry,71c4f27d6078fe30768a32110e478ff453ea4f93,Anuken,2021-08-07 16:34:11,4,5,9,0.00879
Anuken,Mindustry,6cb2c0e8a7350b0f8a74c3b5a85f683822ff12e4,Anuken,2021-08-07 16:22:34,33,6,39,0.03809
Anuken,Mindustry,d3745d043c4c14f6f3714556a23230b987874950,Anuken,2021-08-07 16:08:35,1,1,2,0.00195
Anuken,Mindustry,b1b89290b97160466d5d840f03a23a20b370f6fa,Anuken,2021-08-07 16:08:30,9,2,11,0.01074
Anuken,Mindustry,ca8fa02687721f935c84807776ff33b36a435bee,web-flow,2021-08-07 12:28:29,1,1,2,0.00195
Anuken,Mindustry,ce9bfdbcaee57f56c0ae8182ff5c30de9e7bb43e,Anuken,2021-08-07 12:26:49,5,1,6,0.00586
Anuken,Mindustry,5f296336891f5a1ad7bc4a1d15d5365fd0e32d4f,Anuken,2021-08-07 03:19:45,7,0,7,0.00684
Anuken,Mindustry,cab71958d0948c900114a8a2d096768b4436bd83,Anuken,2021-08-06 23:40:27,18,1,19,0.01855
Anuken,Mindustry,9c995be22e78b26e404830ac62ea4529b7a0003e,Anuken,2021-08-06 22:02:04,1,1,2,0.00195
Anuken,Mindustry,f0a0b4cfc989ce9629de602f8fae4ce14f6664aa,Anuken,2021-08-06 22:01:57,11,7,18,0.01758
Anuken,Mindustry,395f7e0324fa3b597435f6b7f82e52ec1456a6b1,web-flow,2021-08-06 17:47:30,1,1,2,0.00195
Anuken,Mindustry,b80129e17b9a8345f6a678658f62165393cdda96,Anuken,2021-08-06 15:52:25,145,137,282,0.27539
Anuken,Mindustry,e57b5b696676e17ea1d5c7a5044473b0ffd7f7ff,Anuken,2021-08-06 15:17:10,13,1,14,0.01367
Anuken,Mindustry,316adf63ee16dabf5360081b5773bcc5f6a07df5,Anuken,2021-08-06 15:07:30,9,3,12,0.01172
Anuken,Mindustry,588523b311965fba6bca328a41d4b2bd68379863,Anuken,2021-08-06 13:34:38,18,12,30,0.02930
Anuken,Mindustry,b8232326bcf8defefdef2cb60994832113c893ac,Anuken,2021-08-06 13:04:07,9,3,12,0.01172
Anuken,Mindustry,4fa04b9e23a3b04beb424add5ec3f0f833676396,Anuken,2021-08-06 03:01:58,135,82,217,0.21191
Anuken,Mindustry,6fdbe1d5f05f8c40a346c754f0089ca779ab90a5,Anuken,2021-08-05 18:20:23,24,1,25,0.02441
Anuken,Mindustry,66ce3e75ec5f9b0a646fb80bb75e6ae74a54fe54,Anuken,2021-08-05 16:00:35,5,0,5,0.00488
Anuken,Mindustry,ec30232c4ed5ae26178d8c2a347343a2fcfca243,Anuken,2021-08-05 14:27:46,11,8,19,0.01855
Anuken,Mindustry,6cb6a76ef339d0cbad1c41ef992995480d275aef,Anuken,2021-08-05 12:22:53,1,1,2,0.00195
Anuken,Mindustry,46eeb8b9609b487e87791c32ee7046e00428fd8a,Anuken,2021-08-05 03:03:15,1,1,2,0.00195
Anuken,Mindustry,294ab0a81bd20359a23ae9dbaee384f026623807,Anuken,2021-08-04 23:16:14,1,1,2,0.00195
Anuken,Mindustry,aa80f06f7be0849d069044e52ae59a6a8e0308b1,Anuken,2021-08-04 23:02:36,2,4,6,0.00586
Anuken,Mindustry,dd738a01088a3a483295bee491647124e460e30e,Anuken,2021-08-04 22:32:10,11,12,23,0.02246
Anuken,Mindustry,3be5296572a27b2ece18c59b64fc7b10c9ea79e2,Anuken,2021-08-04 17:52:17,19,6,25,0.02441
Anuken,Mindustry,cfa844f960d5da0547d7938ef925ee848ddcf2c3,Anuken,2021-08-04 15:35:19,2,1,3,0.00293
Anuken,Mindustry,3b7afec360ec802decb053d602755773cea4d337,Anuken,2021-08-04 15:35:15,1,1,2,0.00195
Anuken,Mindustry,a9412c4f6246a907ed9523d76fcee5e22c202143,web-flow,2021-08-04 13:27:21,1,1,2,0.00195
Anuken,Mindustry,2f57705f13e3adf608d41004a2e65cd1e2448db9,web-flow,2021-08-04 13:27:01,1,0,1,0.00098
Anuken,Mindustry,ee47bffb1c982579767925cafa5ca98c2a4cb733,Anuken,2021-08-04 13:26:43,1,1,2,0.00195
Anuken,Mindustry,909c64468f26d4e78603272bcf92ae64b686c682,Anuken,2021-08-04 13:26:39,5,11,16,0.01562
Anuken,Mindustry,d7d7b73c5483e57b5dacbb6e9963214b68ccdd26,web-flow,2021-08-03 21:16:14,1,1,2,0.00195
Anuken,Mindustry,f820121e08b3719dc608e589c9d9959b2aeba5b7,Anuken,2021-08-03 20:01:27,69,18,87,0.08496
Anuken,Mindustry,0b036acb750de6d532777b1e43521348ef6aac95,Anuken,2021-08-03 14:10:46,2,0,2,0.00195
Anuken,Mindustry,4d4ae7b2db1506c182b69f585ae79a529c14022f,Anuken,2021-08-03 14:10:42,4,0,4,0.00391
Anuken,Mindustry,7f896723be975bd7767ac46c4465c7dc44306d2d,web-flow,2021-08-03 13:33:27,2,0,2,0.00195
Anuken,Mindustry,36deb5e2256da75919819099e377feafdd6c8b34,Anuken,2021-08-03 13:25:41,4,3,7,0.00684
Anuken,Mindustry,116422f1e757625b0080efcb197227d25d354a85,Anuken,2021-08-03 01:47:29,1,1,2,0.00195
Anuken,Mindustry,a3d1dd91d9f5b409ad5c8ac1c798032e80587688,Anuken,2021-08-02 12:53:50,9,0,9,0.00879
Anuken,Mindustry,41964cd13080ef45db5165f45a3a503e1cf67e98,Anuken,2021-08-02 00:35:10,1,1,2,0.00195
Anuken,Mindustry,d9a92dc10e62ee92d3b8375c928156e5655d4402,Anuken,2021-08-01 22:01:36,4,2,6,0.00586
Anuken,Mindustry,9c1f897fffe6cd4a0d221603e081bd68319906cd,Anuken,2021-08-01 21:00:24,9,7,16,0.01562
Anuken,Mindustry,e64cd905d62ff28f6d2a64175e257bfcb649d74c,Anuken,2021-08-01 17:27:21,4,1,5,0.00488
Anuken,Mindustry,fc80c23ddeb3ea65a06b5aff2fd7a603d3429a29,Anuken,2021-08-01 01:31:36,39,1,40,0.03906
Anuken,Mindustry,84b69a683aeb6900b5a7669a065230eebf1b91b5,Anuken,2021-07-31 22:50:55,3,3,6,0.00586
Anuken,Mindustry,79bf77f4becd473b7f9f187e7caba5dbaa1404f9,Anuken,2021-07-31 22:23:22,32,3,35,0.03418
Anuken,Mindustry,78c35221be504e3944ceedb7730e70cc123fb555,Anuken,2021-07-31 15:22:18,5,1,6,0.00586
Anuken,Mindustry,1d257c1a35003133cd3e46da2650eb51d4bda282,Anuken,2021-07-31 14:58:09,17,8,25,0.02441
Anuken,Mindustry,ef92236cb4871b1a0781cd021fedf20984a44613,Anuken,2021-07-31 13:47:44,1,1,2,0.00195
Anuken,Mindustry,90bc18e1bd3d1c99fb0cd24b5a78d720d6505576,Anuken,2021-07-31 12:38:03,1,1,2,0.00195
Anuken,Mindustry,9f6c45f4a0976afac5f3dff065f30b133c224a1c,Anuken,2021-07-31 02:49:55,19,18,37,0.03613
Anuken,Mindustry,b7842bbb2609f8fcbbbd6f675447771c77b27fbb,Anuken,2021-07-31 02:49:51,4,2,6,0.00586
Anuken,Mindustry,589430055e651b53214d56673bda1bd87f390c92,web-flow,2021-07-31 02:19:27,16,15,31,0.03027
Anuken,Mindustry,8f6fe08b1c29e9532c9584435f5363b23ac3477d,web-flow,2021-07-31 01:51:35,3,3,6,0.00586
Anuken,Mindustry,f354b6bcca6db7cba2fa253bb375a8db6b292b32,Anuken,2021-07-30 23:43:29,3,1,4,0.00391
Anuken,Mindustry,d02a017c03acbdc0460182a8663bbe5b327765f3,Anuken,2021-07-30 22:59:18,1,1,2,0.00195
Anuken,Mindustry,6d58997f71de4b14c21b154488084893e7fef53c,Anuken,2021-07-30 22:35:50,1,1,2,0.00195
Anuken,Mindustry,7d72c4dc63305eb2e38237595a025c3abd846b38,Anuken,2021-07-30 22:13:30,1,1,2,0.00195
Anuken,Mindustry,3b9700793c597ca957c93d2eec3403e1d1900dc0,Anuken,2021-07-30 20:43:26,1,1,2,0.00195
Anuken,Mindustry,0c03c47eb9bb577c25a17140e483e5844d50d240,Anuken,2021-07-30 20:26:25,7,8,15,0.01465
Anuken,Mindustry,2d35a024e293eca641181784d3aaf5e4f3580099,Anuken,2021-07-30 19:29:12,1,1,2,0.00195
Anuken,Mindustry,eac11045fff6b4a302aefedf3514649aae902f00,web-flow,2021-07-30 18:57:23,1,1,2,0.00195
Anuken,Mindustry,a7cc6185ad31cd27810705fa777528f286462521,Anuken,2021-07-30 18:27:46,21,5,26,0.02539
Anuken,Mindustry,d855840fe2fd35a04669d988f4648198168814c2,Anuken,2021-07-30 17:05:12,1,2,3,0.00293
Anuken,Mindustry,81419eddbe12a18a39b0587290db7b064ee8a197,Anuken,2021-07-30 15:58:06,19,5,24,0.02344
Anuken,Mindustry,fc41ad36f7bd25fabcf4dc07873286536057ec90,Anuken,2021-07-30 15:58:01,54,31,85,0.08301
Anuken,Mindustry,676a064b6ba3b3c077a6df86eaa4e1de2c181ff5,web-flow,2021-07-30 14:46:25,19,5,24,0.02344
Anuken,Mindustry,9e1ba3e235dae8bf764f927ea7f7fd7ab44ffb58,Anuken,2021-07-30 13:33:35,4,13,17,0.01660
Anuken,Mindustry,ad23544f24eea7ae7e9e1965bfd6fdd5ed3f22f7,Anuken,2021-07-29 15:26:07,1,1,2,0.00195
Anuken,Mindustry,296f9b9da52e672ae60c1c25258a7f4e04161a94,Anuken,2021-07-29 15:26:01,5,2,7,0.00684
Anuken,Mindustry,47398f71a8022ebd1f95848d4ea78c2af760244a,web-flow,2021-07-29 15:13:10,1,1,2,0.00195
Anuken,Mindustry,a36f872b61ee5353f4c07c50932ed227fa46f9a1,Anuken,2021-07-29 13:20:51,10,4,14,0.01367
Anuken,Mindustry,dbebe2ab29db1dc67c8afa59e1dd18abf847d4c5,Anuken,2021-07-29 13:16:58,1,3,4,0.00391
Anuken,Mindustry,ccb973d1dd55caeb036c68aa36b1db21d5487aca,Anuken,2021-07-29 13:16:53,11,0,11,0.01074
Anuken,Mindustry,132b1fe0c4400556fddbde8ae52f5de2f196695b,web-flow,2021-07-28 22:23:23,0,2,2,0.00195
Anuken,Mindustry,8702ebd7062c07231ac201b27c1b847c2bd6a9b5,web-flow,2021-07-28 22:20:08,1,1,2,0.00195
Anuken,Mindustry,4734261097cd65f772d4c0b159cfa209da365081,Anuken,2021-07-28 22:08:17,6,2,8,0.00781
Anuken,Mindustry,78f55765c1f81f3362b2a60f6d3555e912099923,Anuken,2021-07-28 21:49:01,2,2,4,0.00391
Anuken,Mindustry,bdb4ae2f85d02457d41f2c9ec7caadd00bc52097,Anuken,2021-07-28 21:28:01,1,1,2,0.00195
Anuken,Mindustry,850b0d021025384caf9ee84225adbe0e12f0e2f5,Anuken,2021-07-28 21:08:56,81,24,105,0.10254
Anuken,Mindustry,fa0f1611064657480f9febc64346afb5a457f6ba,Anuken,2021-07-28 21:08:48,6,3,9,0.00879
Anuken,Mindustry,59aff44a5500b15bc53b3007a739d97432781bad,web-flow,2021-07-28 20:58:06,54,12,66,0.06445
Anuken,Mindustry,aa74679998e30f3e926bf4f43e1bce38fd32fdc6,web-flow,2021-07-28 20:57:54,27,12,39,0.03809
Anuken,Mindustry,61db253d4a208ae2561647a1fdd68ba7a2af5ef5,Anuken,2021-07-28 15:51:25,338,252,590,0.57617
Anuken,Mindustry,fef8ee925ba2003f620c0883a95e56581d5a6ae4,Anuken,2021-07-28 15:51:20,4,4,8,0.00781
Anuken,Mindustry,5cb5434ffea0623d95d98ad6670c0c1d82ce8a5a,web-flow,2021-07-28 14:45:49,191,151,342,0.33398
Anuken,Mindustry,2f71a4092f6a0ec31f8ce55a70b9624942322199,web-flow,2021-07-28 14:45:15,18,7,25,0.02441
Anuken,Mindustry,a97573c5a973de8795cf0b369a6d64164a4b2819,web-flow,2021-07-28 14:45:02,24,12,36,0.03516
Anuken,Mindustry,108baa467dcf7be4105d34937133e69ed073577f,web-flow,2021-07-28 14:44:44,21,11,32,0.03125
Anuken,Mindustry,193015f1cd6ebd87f82587c4d5f00d9b87580ee2,web-flow,2021-07-28 14:44:35,84,71,155,0.15137
Anuken,Mindustry,b64432dafd74e01ba86c91fd902eb3339dad7572,Anuken,2021-07-28 12:38:45,1,1,2,0.00195
Anuken,Mindustry,d66bb3a5395cf2299ed4523949037ef4aecd58e3,web-flow,2021-07-28 00:20:27,1,2,3,0.00293
Anuken,Mindustry,5ca5025fb1076789813333bb84451d1767362362,Anuken,2021-07-27 23:02:04,66,19,85,0.08301
Anuken,Mindustry,497a68e792608d519543372a7af2075a70e6daed,Anuken,2021-07-27 21:43:19,6,5,11,0.01074
Anuken,Mindustry,737fa4fa69f7c919b1d9ea089c3945770d2ab607,Anuken,2021-07-27 21:43:12,55,24,79,0.07715
Anuken,Mindustry,3d3e33912e5a2e1087946858ad6c6b5d9f9dd8d6,web-flow,2021-07-27 21:09:50,1,5,6,0.00586
Anuken,Mindustry,235fee091ed867dd7edaad8ab0161b60adc26565,web-flow,2021-07-27 21:08:29,5,0,5,0.00488
Anuken,Mindustry,00e3a59463f41bdce5b12cf5b4715a253f7af306,Anuken,2021-07-27 20:26:13,61,31,92,0.08984
Anuken,Mindustry,269c48b65b8d8301f68568a208abfe7c4efe7a92,Anuken,2021-07-27 16:42:50,176,194,370,0.36133
Anuken,Mindustry,adbe55b0db881856ae0bc5a6a173e18d7cf1d2e1,Anuken,2021-07-27 13:08:09,20,21,41,0.04004
Anuken,Mindustry,f5222674ff820fab215d3205c6eaad5fa5713e63,Anuken,2021-07-26 23:54:22,1,1,2,0.00195
Anuken,Mindustry,c19a7e8452618043d7adf02680f7da095ca04d6b,Anuken,2021-07-26 23:29:14,201,43,244,0.23828
Anuken,Mindustry,aab79a90fb675176665ed4eec637dbd2fc6fcfbb,Anuken,2021-07-26 00:55:59,11,4,15,0.01465
Anuken,Mindustry,f3b6f0a29b91732f6983368cfdef4efeca4e7ce8,Anuken,2021-07-26 00:17:18,1,1,2,0.00195
Anuken,Mindustry,d1fb436d6d2be94890bd3739adb12bb786360e1c,Anuken,2021-07-25 23:55:07,27,47,74,0.07227
Anuken,Mindustry,1734d02291c5c9b26d3749cd1e8bc9469de60389,Anuken,2021-07-25 23:21:13,77,173,250,0.24414
Anuken,Mindustry,f8c7739d5a58b295e5b7d13bfe9b28e9e3fd84fa,Anuken,2021-07-25 21:17:07,0,3,3,0.00293
Anuken,Mindustry,7a1f33273167e7b688d39652a3c5068b17c09a4c,Anuken,2021-07-25 21:15:39,107,171,278,0.27148
Anuken,Mindustry,9cd19c047021c3cea289f5d3408396648aa426d1,Anuken,2021-07-25 18:35:56,11,3,14,0.01367
Anuken,Mindustry,c9ca08ff1cdb290083dbbf45973ace62a59f9df4,Anuken,2021-07-25 16:04:52,8,7,15,0.01465
Anuken,Mindustry,c14532ecae6c30fa4821bdd7e317bf0b623dd162,Anuken,2021-07-25 16:04:17,11,5,16,0.01562
Anuken,Mindustry,b66cc8d8d7dbecbebc1662766648d8fda00d2aba,web-flow,2021-07-25 13:08:16,8,7,15,0.01465
Anuken,Mindustry,b6ed5fbd6fd63ade5c3f27c0e1e317f0aaa1fbf9,Anuken,2021-07-25 12:41:06,9,7,16,0.01562
Anuken,Mindustry,2fec2156f64dc98b55cf91368427d6e89f964953,Anuken,2021-07-25 03:14:28,1,0,1,0.00098
Anuken,Mindustry,35b3231b8405eed9f2ff436410843949e64ce2ac,Anuken,2021-07-25 01:10:46,5,1,6,0.00586
Anuken,Mindustry,f77c32cbb2460c62ff363fe80587de59208bed10,Anuken,2021-07-25 01:10:39,36,15,51,0.04980
Anuken,Mindustry,7ec5aa28b39cffa620315b42c22e81d87807c7be,web-flow,2021-07-25 00:10:41,5,1,6,0.00586
Anuken,Mindustry,373d00475263261efcf3fd4bab85296ae85dc100,Anuken,2021-07-24 16:48:29,1,1,2,0.00195
Anuken,Mindustry,0ee137fe05d27dd6c5ca10634a08eb65f63b73e7,Anuken,2021-07-24 16:48:25,14,2,16,0.01562
Anuken,Mindustry,9c5d75c439d22b8a4cf60936d2fb00370fa0a72f,web-flow,2021-07-24 14:41:01,1,1,2,0.00195
Anuken,Mindustry,adbfcdf16ad672fd7e12344d9f0887ee1789c78a,Anuken,2021-07-24 13:14:38,2,2,4,0.00391
Anuken,Mindustry,0716ecad5527d049314110d57d674510c7d1dd78,Anuken,2021-07-24 12:44:47,250,156,406,0.39648
Anuken,Mindustry,9160ee546ceb3684bfc61e47eb914c7ec1a1a51b,Anuken,2021-07-24 12:44:43,3,3,6,0.00586
Anuken,Mindustry,7897d2858ca09727fa507c444472938eb3595736,web-flow,2021-07-24 12:40:23,250,156,406,0.39648
Anuken,Mindustry,b88364ab48c71b5ade799f9ccffb9cb0822adc1f,Anuken,2021-07-24 12:36:20,2,2,4,0.00391
Anuken,Mindustry,7727da40b4d881d373082ec10531833bbc2ea5dd,Anuken,2021-07-23 23:40:08,5,5,10,0.00977
Anuken,Mindustry,17e68f7a930d6045e3489b464bbf8eb46d98a1c0,Anuken,2021-07-23 23:39:52,0,0,0,0.00000
Anuken,Mindustry,385f493f3647176de5b61a2f3d6cf7af2ca001cc,Anuken,2021-07-23 21:58:02,690,389,1079,1.05371
Anuken,Mindustry,120aa7c12a0112a576613059113514f53d706c5a,Anuken,2021-07-23 21:56:13,6,6,12,0.01172
Anuken,Mindustry,53214f0ddc4a02ea263fa082fccce60147b66caf,web-flow,2021-07-23 19:51:26,2,2,4,0.00391
Anuken,Mindustry,d89a1fac70ece3ba3182ca29137c11faf290933e,web-flow,2021-07-23 19:50:09,1,1,2,0.00195
Anuken,Mindustry,0c00000910e2c876c61cab63c021b2418086741e,web-flow,2021-07-23 19:49:42,1,1,2,0.00195
Anuken,Mindustry,f4f46eb924f1e16c65ff75e8901d87c5537d9359,web-flow,2021-07-23 17:45:48,1,1,2,0.00195
Anuken,Mindustry,f98622fdc9c11995ceada0894bf1f74c7b67de81,Anuken,2021-07-23 17:18:08,23,17,40,0.03906
Anuken,Mindustry,ef5c72c7f8e87be1de67dba4682c9cb5ac3b569e,Anuken,2021-07-23 15:20:12,1,1,2,0.00195
Anuken,Mindustry,b873adf5fc0505d669b6292736b72842311e430c,Anuken,2021-07-23 14:25:12,3,3,6,0.00586
Anuken,Mindustry,ed1d02d2c25e0ea5c442107626b992e6e1ccc07d,Anuken,2021-07-23 01:07:36,63,29,92,0.08984
Anuken,Mindustry,bda461e480eec849b138251761eeb79ff4d7ef50,Anuken,2021-07-22 21:48:50,22,6,28,0.02734
Anuken,Mindustry,d30c32eddc661d2985ebc5cab12419c848578f66,Anuken,2021-07-22 20:52:05,35,20,55,0.05371
Anuken,Mindustry,72fb66e5b260eb123df2739acaf48f170212d913,Anuken,2021-07-22 15:21:23,6,1,7,0.00684
Anuken,Mindustry,af691c980d3707263ea4eb39b35d4e21209da69e,Anuken,2021-07-22 01:03:30,1,1,2,0.00195
Anuken,Mindustry,b3be906e28dd857607ac5b7d4a976464462431eb,Anuken,2021-07-22 01:03:26,4,4,8,0.00781
Anuken,Mindustry,1c22e2ed28ce8d0c36808f4ff71a18a37ff72fe4,web-flow,2021-07-21 19:50:35,1,1,2,0.00195
Anuken,Mindustry,95fd073432ca2f1d00f37c659b1bce278536533e,Anuken,2021-07-21 13:02:13,1,1,2,0.00195
Anuken,Mindustry,fcb9ebb8c33367f11186ecfd091ec490d1ba991f,Anuken,2021-07-21 13:02:08,13,11,24,0.02344
Anuken,Mindustry,4ab063679b8c40043ce25b4a2f102a88ec4fa159,web-flow,2021-07-21 12:37:14,1,1,2,0.00195
Anuken,Mindustry,db13bffad66ad091828ee5b93290b3120b6e7054,Anuken,2021-07-21 11:58:50,7,0,7,0.00684
Anuken,Mindustry,b719a0cd35be50ecf55cce543d56aafc677e1bca,Anuken,2021-07-20 23:56:59,5,0,5,0.00488
Anuken,Mindustry,d506685bbaff0809754bb6d48e627882c29e9862,Anuken,2021-07-20 23:56:55,12,9,21,0.02051
Anuken,Mindustry,8cf2068a703d028c0a759839d36871543a003eba,web-flow,2021-07-20 23:15:50,5,0,5,0.00488
Anuken,Mindustry,14e4203ee7354fecacff0862b917495cc70f8901,Anuken,2021-07-20 21:59:47,1,1,2,0.00195
Anuken,Mindustry,447562b2f12e8ea3e4ad1ab350e7abcf7683f9a8,Anuken,2021-07-20 21:55:00,18,7,25,0.02441
Anuken,Mindustry,02c03e9c67b2638cb4bfc5ebaea55b9567485fde,Anuken,2021-07-20 21:38:09,7,25,32,0.03125
Anuken,Mindustry,f8ddf952ca0d5a3a55f109b45c433e62825bdf51,Anuken,2021-07-20 19:22:57,9,1,10,0.00977
Anuken,Mindustry,8436599c79636d4b83bf3c71f9d57297f19cdc8f,Anuken,2021-07-20 18:12:48,14,10,24,0.02344
Anuken,Mindustry,4c51519b8a31da2cdee4d0b59ae3fa9be312171b,Anuken,2021-07-20 17:59:19,17,10,27,0.02637
Anuken,Mindustry,0f199fa4b496fcba504bbc762dd75cfc4c86d610,Anuken,2021-07-20 17:17:18,45,5,50,0.04883
Anuken,Mindustry,b28aff4a7bab660d487d0bbe7fea421760db96f1,Anuken,2021-07-20 16:05:10,27,31,58,0.05664
Anuken,Mindustry,ba227d64fbd18f36a948d92cbc5209561acd1fee,Anuken,2021-07-20 15:42:11,30,11,41,0.04004
Anuken,Mindustry,7656aedb6be7e0feedf12f16bf4429668e4de7a8,web-flow,2021-07-20 15:22:17,19,14,33,0.03223
Anuken,Mindustry,6e967dce705cd5d7ee2159ebed6f1e888e5dfaef,web-flow,2021-07-20 15:19:03,4,0,4,0.00391
Anuken,Mindustry,232415f1d7f20e4ddace87e4a65d35d5f2432e76,web-flow,2021-07-20 15:05:35,7,14,21,0.02051
Anuken,Mindustry,b2ed0ee8847f22209a3f46ca408a067e3ca78f6b,Anuken,2021-07-20 14:56:58,5,5,10,0.00977
Anuken,Mindustry,6ffc8ba3c56c38b66e3a833dd1064f2d854fe544,Anuken,2021-07-20 14:45:15,17,0,17,0.01660
Anuken,Mindustry,82f0d6a542ea1f987fb34eb0d0433b74d8466c33,Anuken,2021-07-20 14:28:58,5,2,7,0.00684
Anuken,Mindustry,40e0303786598e9dec992d980f71ff2d10902d18,Anuken,2021-07-20 14:20:11,18,7,25,0.02441
Anuken,Mindustry,0e3bb40eb467695dac3c60ccbe6bbd5b612135d7,Anuken,2021-07-20 14:20:06,2,2,4,0.00391
Anuken,Mindustry,730cb14f6aab42a3831950be70ab3a34b3a679fb,web-flow,2021-07-20 13:00:19,18,7,25,0.02441
Anuken,Mindustry,c18ab184b79b58c2ecc04761a0646762b699939c,Anuken,2021-07-20 12:49:10,10,2,12,0.01172
Anuken,Mindustry,b85cbe515e0c73f8894a12e18a12a597d0558844,Anuken,2021-07-20 12:49:02,1,1,2,0.00195
Anuken,Mindustry,b58f202e9e1ef11dc58098c2d4132e4093bbc4cf,web-flow,2021-07-20 00:57:36,1,0,1,0.00098
